event_id,title,hijri_year,lunar_month,gregorian_year,details,source_url
122,غَزوةُ مُؤْتَةَ .,8,جمادى,629,بعَث رسولُ الله صلى الله عليه وسلم سَرِيَّةً في ثلاثةِ آلافِ مُقاتلٍ على الجيشِ زيدُ بنُ حارثةَ، فإن أُصيبَ فجَعفرُ بنُ أبي طالبٍ، فإنْ أُصيبَ فعبدُ اللهِ بنُ رَواحةَ، وشَيَّعهُم رسولُ الله صلى الله عليه وسلم ووَدَّعهُم، ثمَّ انْصرَف ونهَضوا، فلمَّا بلغوا مَعانَ مِن أرضِ الشَّامِ، أَتاهُم الخبرُ: أنَّ هِرقلَ مَلِكَ الرُّومِ قد نزل أرضَ بني مآبٍ، -أرضَ البَلقاءِ- في مائةِ ألفٍ مِنَ الرُّومِ، ومائةِ ألفٍ أُخرى مِن نَصارى أهلِ الشَّامِ، فأقام المسلمون في مَعانَ لَيلتينِ، يتَشاوَرون في أمرِ اللِّقاءِ بِعَدُوِّهِم البالغِ مِائتي ألفٍ فقالوا: نَكتُب إلى رسولِ الله صلى الله عليه وسلم نُخبِرُهُ بعَددِ عَدُوِّنا، فيَأمُرنا بأَمرِهِ أو يُمِدُّنا. فقال عبدُ الله بنُ رَواحةَ: يا قومُ، إنَّ الذي تَكرَهون لَلَّتِي خَرجتُم تَطلُبون -يعني الشَّهادةَ- وما نُقاتِلُ النَّاسَ بِعدَدٍ ولا قُوَّةٍ، وما نُقاتِلُهُم إلَّا بهذا الذي أَكرَمَنا الله به، فانْطَلِقوا فهي إحدى الحُسْنَيينِ: إمَّا ظُهورٌ، وإمَّا شَهادةٌ. فَوافقَهُ الجيشُ على هذا الرَّأيِ ونهَضوا، حتَّى إذا كانوا بتُخومِ البَلقاءِ لَقوا بعضَ الجُموعِ التي مع هِرقلَ بالقُربِ مِن قريةٍ يُقالُ لها: مُؤْتَةُ. فاقتَتَلوا، فقُتِلَ زيدُ بنُ حارثةَ، فأخَذ الرَّايةَ جعفرُ بنُ أبي طالبٍ، فقاتَل حتَّى قُطِعَتْ يَمينُه، فأخَذ الرَّايةَ بِيُسْراهُ فقُطِعَتْ، فاحْتضَنَها فقُتِلَ كذلك، فأخَذ عبدُ الله بنُ رَواحةَ الرَّايةَ، وتَرَدَّدَ عنِ النُّزولِ بعضَ التَّرَدُّدِ، ثمَّ صَمَّمَ، فقاتَل حتَّى قُتِلَ، فأخَذ الرَّايةَ ثابتُ بنُ أَقرمَ، وقال: يا مَعشرَ المسلمين، اصْطَلِحوا على رجلٍ منكم. فقالوا: أنت. قال: لا. فاصطَلَح النَّاسُ على خالدِ بنِ الوليدِ، فلمَّا أخَذ الرَّايةَ دافَع القَومَ وحاشى بهِم، ثمَّ انْحازَ وانْحِيزَ عنه، حتَّى انْصرَف بالنَّاسِ، فتَمَكَّنَ مِنَ الانْسِحابِ بمَن معه مِنَ المسلمين، قال خالدُ بنُ الوليدِ: لقد انقْطَعَتْ في يَدي يومَ مُؤْتَةَ تِسعةُ أَسيافٍ فما بَقِيَ في يَدي إلَّا صَفيحةٌ يَمانِيَّةٌ». وهذا يقتضي أنَّهم أثْخَنوا فيهم قَتْلًا، ولو لم يكن كذلك لَما قَدَروا على التَّخَلُّصِ منهم، ولهذا السَّببِ ولِغيرِهِ ذهَب بعضُ المُحقِّقين إلى أنَّ المسلمين قد انتصروا في هذه المعركةِ ولم يُهزَموا. عن أنسٍ رضي الله عنه: أنَّ النَّبيَّ صلى الله عليه وسلم، نَعَى زيدًا، وجعفرًا، وابنَ رَواحةَ للنَّاسِ، قبلَ أن يَأتِيَهُم خَبرُهُم، فقال: «أخَذ الرَّايةَ زيدٌ فأُصيبَ، ثمَّ أخَذ جعفرٌ فأُصيبَ، ثمَّ أخَذ ابنُ رَواحةَ فأُصيبَ، وعَيناهُ تَذْرِفانِ حتَّى أخَذ سيفٌ مِن سُيوفِ الله حتَّى فتَح الله عليهم».,https://dorar.net/history/event/122
123,غَزوةُ ذاتِ السَّلاسِلِ .,8,جمادى,629,كانت بعدَ غزوة مُؤْتَةَ، وسُمِّيتْ ذاتَ السَّلاسِلِ لأنَّها وقعت بالقُرْبِ مِن ماءٍ يُقالُ له: السَّلْسَلُ. بلَغ النَّبيَّ صلى الله عليه وسلم أنَّ جمعًا مِن قُضاعةَ تَجَمَّعوا وأَرادوا أن يَدنوا مِن أَطرافِ المدينةِ فَدعا النَّبيُّ صلى الله عليه وسلم عَمرَو بنَ العاصِ فعقَد له لِواءً أَبيضًا وبَعثَهُ في ثلاثمائةٍ مِن سَراةِ المُهاجرين والأنصارِ، فكان أَميرُها عَمرَو بنَ العاصِ رضي الله عنه. قال عَمرٌو: بعَث إليَّ رسولُ الله صلى الله عليه وسلم فقال: خُذْ عليك ثِيابَك وسِلاحَك ثمَّ ائْتِني. فأَتيتُه وهو يتَوضَّأُ، فصَعَّد فِيَّ النَّظرَ، ثمَّ طَأْطَأَ، فقال: إنِّي أُريدُ أن أَبعثَكَ على جَيشٍ، فيُسَلِّمَك الله ويُغْنِمَك، وأَرْغَبُ لك مِنَ المالِ رَغبةً صالِحةً، قال: قلتُ: يا رسولَ الله، ما أَسلمتُ مِن أجلِ المالِ، ولكنِّي أَسلمتُ رَغبةً في الإسلامِ، وأن أكونَ مع رسولِ الله صلى الله عليه وسلم، فقال: يا عَمرُو، نِعْمَ المالُ الصَّالحُ للمَرءِ الصَّالحِ ). وفي الغَزوةِ سأَلهُ أصحابُه أن يُوقِدوا نارًا فمَنعَهُم فكَلَّموا أبا بكرٍ فكَلَّمهُ في ذلك فقال: لا يُوقِدُ أحدٌ منهم نارًا إلَّا قَذفْتُه فيها. قال: فلَقوا العَدُوَّ فهَزموهُم فأرادوا أن يَتَبَعوهُم فمنَعهُم، فلمَّا انصرَف ذلك الجيشُ ذَكَروا للنَّبيِّ صلى الله عليه وسلم وشَكَوْهُ إليه، فقال: يا رسولَ الله، إنِّي كَرِهتُ أن آذنَ لهم أن يُوقِدوا نارًا فيَرى عَدُوُّهم قِلَّتَهُم، وكَرِهتُ أن يَتْبَعُوهم فيكونُ لهم مَدَدٌ فيَعْطِفوا عليهم. فحمِد رسولُ الله صلَّى الله عليه وسلَّم أَمْرَهُ...). وفيها صلَّى عَمرٌو بالنَّاسِ وهو جُنُبٌ ومعه ماءٌ، لم يَزِدْ على أن غسَل فَرْجَهُ وتَيمَّمَ، فلمَّا قَدِمَ عَمرٌو على رسولِ الله صلى الله عليه وسلم سأَلهُ عن صلاتِه، فأَخبرَهُ فقال: والذي بعثَك بالحقِّ لو اغْتسَلتُ لَمُتُّ، لم أَجِدْ بَردًا قَطُّ مِثلَهُ، وقد قال الله عزَّ وجلَّ: {وَلَا تَقْتُلُوا أَنْفُسَكُمْ إِنَّ اللَّهَ كَانَ بِكُمْ رَحِيمًا} [النساء: 29]، فضَحِك رسولُ الله صلى الله عليه وسلم، ولم يَقُلْ له شيئًا.,https://dorar.net/history/event/123
124,سَرِيَّةُ أبي عُبيدةَ بنِ الجَرَّاحِ رضِي الله عنه إلى سِيفِ البَحرِ .,8,رجب,629,"بعَث رسولُ اللّه صلَّى اللّه عليه وسلَّم أبا عُبيدةَ بنَ الجَرَّاحِ على رأسِ ثلاثمائةِ رجلٍ إلى سِيفِ البَحرِ, وكان الغَرَضُ مِن هذه السَّرِيَّةِ رَصْدَ عِيرٍ لقُريشٍ، ومُحارَبةَ حَيٍّ مِن جُهينةَ, وزَوَّدَهُم جِرابًا مِن تمرٍ, فجعل أبو عُبيدةَ يَقُوتُهُم إيَّاهُ, حتَّى صار إلى أن يَعُدَّهُ لهم عددًا, حتَّى كان يُعطي كُلَّ رجلٍ منهم كُلَّ يومٍ تمرةً, فقَسَمَها يومًا فنَقصَتْ تمرةٌ عن رجلٍ, فوَجَد فَقْدَها ذلك اليومَ, فلمَّا نَفَدَ ما كان معهم مِنَ الزَّادِ أَكلوا الخَبَطَ وهو وَرَقُ السَّلِمِ, فسُمِّيَ الجيشُ لذلك ""جيشَ الخَبَطِ""، وأصابَهُم جوعٌ شَديدٌ, فنَحَرَ قيسُ بنُ سعدِ بنِ عُبادةَ -وكان أحدَ جُنودِ هذه السَّرِيَّةِ- ثلاثَ جَزائِرَ، ثمَّ نَحَرَ ثلاثَ جَزائِرَ، ثمَّ نَحَرَ ثلاثَ جَزائِرَ، ثمَّ إنَّ أبا عُبيدةَ نَهاهُ، فأَلقى إليهم البَحرُ دابَّةً يُقالُ لها: العَنْبَرُ، فأكلوا منها عِشرين ليلةً، وادَّهَنوا منه, حتَّى ثابَتْ منه أَجسامُهم، وصَلحتْ، وأخَذ أبو عُبيدةَ ضِلعًا مِن أَضلاعِه فنظَر إلى أَطولِ رجلٍ في الجيشِ وأَطولِ جَملٍ فحُمِلَ عليه ومَرَّ تَحتَهُ، وتَزوَّدوا مِن لَحمِه وَشَائِقَ، فلمَّا قَدِموا المدينةَ، أَتَوْا رسولَ الله صلى الله عليه وسلم فذَكَروا له ذلك، فقال: ""هو رِزقٌ أَخرَجهُ الله لكم، فهل معكم مِن لَحمِه شيءٌ تُطْعِمونا؟). فأَرسلوا إلى رسولِ الله صلى الله عليه وسلم منه فأَكلَهُ"".",https://dorar.net/history/event/124
125,سَرِيَّةُ أبي قَتادةَ الأَنصاريِّ إلى خَضِرَة .,8,شعبان,629,بعَث رسولُ الله صلى الله عليه وسلم أبا قَتادةَ بنَ رِبْعِيٍّ رضي الله عنه في سَرِيَّةٍ إلى خَضِرَة؛ وذلك لأنَّ بني غَطَفَانَ كانوا يَحْتَشِدون في خَضِرَة -وهي أرضُ مُحَارِبٍ بِنَجْدٍ- فبعَثهُ صلى الله عليه وسلم في خمسةَ عشرَ رجلًا، فقَتَلَ منهم، وسَبَى وغَنِمَ، وكانت غَيبتُه خمسَ عشرةَ ليلةً.,https://dorar.net/history/event/125
126,سَرِيَّةُ أبي قَتادةَ رضِي الله عنه إلى بَطْنِ إِضَمٍ .,8,رمضان,630,لمَّا نَقضَتْ قُريشٌ ومَن معها العهدَ الذين الذي بينهم وبين المسلمين في الحُديبيةِ عزَم رسولُ الله صلى الله عليه وسلم على المَسيرِ إليهم، أمَر النَّاسَ بالجِهازِ وأَعلمَهُم أنَّه سائِرٌ لمكَّةَ، وقال: (اللَّهمَّ خُذِ العُيونَ والأَخبارَ عن قُريشٍ حتَّى نَبْغَتَها في بِلادِها). وزِيادةٌ في الإخفاءِ والتَّعمِيَةِ بعَث رسولُ الله صلى الله عليه وسلم سَرِيَّةً قَوامُها ثَمانيةُ رِجالٍ، تحت قِيادةِ أبي قَتادةَ بنِ رِبْعِيٍّ، إلى بَطْنِ إِضَمٍ، فيما بين ذي خَشَبٍ وذي المَروَةِ، على ثلاثةِ بُرُدٍ مِنَ المدينةِ، في أوَّلِ هذا الشَّهرِ الكريمِ؛ لِيَظُنَّ الظَّانُ أنَّه صلى الله عليه وسلم يتَوَجَّهُ إلى تلك النَّاحيةِ، ولِتذهَبَ بذلك الأَخبارُ، وواصلت هذه السَّرِيَّةُ سَيْرَها حتَّى إذا وصلت حيثما أُمِرَتْ بلَغها أنَّ رسولَ الله صلى الله عليه وسلم خرَج إلى مكَّةَ، فسارت إليه حتَّى لَحِقْتُه.,https://dorar.net/history/event/126
127,غَزوةُ فَتحِ مكَّةَ .,8,رمضان,630,كان سببُها أنَّ المشركين نقَضوا العهدَ الذي بينهم وبين رسولِ الله صلى الله عليه وسلم، فأَغاروا على إحدى القَبائلِ المُحالفةِ للرَّسولِ عليه الصَّلاةُ والسَّلامُ، وهي قَبيلةُ خُزاعةَ، ولمَّا عَلِمَ النَّبيُّ صلى الله عليه وسلم بالأَمرِ أَمَرَ النَّاسَ بالتَّجَهُّزِ دون أن يُخبِرَهُم بوِجْهَتِه، ثمَّ مضى حتَّى نزَل بمَرِّ الظَّهرانِ وهو وادٍ قَريبٌ مِن مكَّةَ. فعنِ ابنِ عبَّاسٍ رضِي الله عنهما: أنَّ النَّبيَّ صلى الله عليه وسلم خرَج في رَمضانَ مِنَ المدينةِ ومعه عشرةُ آلافٍ، وذلك على رأسِ ثمانِ سِنين ونِصفٍ مِن مَقْدَمِه المدينةَ، فسار هو ومَن معه مِنَ المسلمين إلى مكَّةَ، يَصومُ ويَصومون، حتَّى بلَغ الكَدِيدَ، وهو ماءٌ بين عُسْفانَ، وقُدَيْدٍ أَفطَر وأَفطَروا. وكان أبو سُفيانَ قد رَأى جيشَ النَّبيِّ صلى الله عليه وسلم قبلَ دُخولِه مكَّةَ، فهالَهُ ما رَأى، ثمَّ أَسلَم في أثناءِ ذلك، ثمَّ جاء إلى قومِه وصرَخ فيهم مُحذِّرًا لهم بأن لا قِبَلَ لهم بِجيشِ محمَّدٍ صلى الله عليه وسلم، وقال لهم ما قاله عليه الصَّلاةُ والسَّلامُ: مَن دخَل دارَ أبي سُفيانَ فهو آمِن، ومَن أَغلَق عليه دارَهُ فهو آمِن، ومَن دخَل المسجِدَ فهو آمِن. فتَفرَّقَ النَّاسُ إلى دورِهِم وإلى المسجِدِ. وعن عائشةَ رضي الله عنها: أنَّ النَّبيَّ صلى الله عليه وسلم دخَل عامَ الفتحِ مِن كَداءٍ التي بأعلى مكَّةَ. وقد أَهدَر النَّبيُّ صلى الله عليه وسلم دَمَ بعضِ المشركين يومَ الفتحِ، ووجَد عليه الصَّلاةُ والسَّلامُ حولَ البيتِ ثلاثمائةٍ وسِتِّين نُصُبًا، فجعل يَطعنُها بِعودٍ في يَدِه ويقولُ: (جاء الحقُّ وزَهَقَ الباطلُ، جاء الحقُّ، وما يُبْدِئُ الباطلُ وما يُعيدُ). وقد تَفاوَتت الرِّواياتُ في مُدَّةِ إقامتِه صلى الله عليه وسلم عامَ الفتحِ، و الأرجحُ -والله أعلم- أنَّها كانت تِسعةَ عشرَ يومًا.,https://dorar.net/history/event/127
128,سَرِيَّةُ خالدِ بنِ الوليدِ رضِي الله عنه إلى العُزَّى بنَخْلَةَ .,8,رمضان,630,"لمَّا اطْمأَنَّ رسولُ الله صلى الله عليه وسلم بعدَ الفتحِ بعَث خالدَ بنَ الوليدِ إلى العُزَّى لخمسِ ليالٍ بَقِينَ مِن هذا الشَّهرِ الكريمِ لِيَهدِمَها، وكانت بِنَخْلَةَ، وكانت لقُريشٍ وجميعِ بني كِنانةَ, وهي أَعظمُ أَصنامِهم. وكان سَدَنَتُها بني شَيبانَ؛ فخرَج إليها خالدٌ في ثلاثين فارسًا حتَّى انتهى إليها فهَدمَها. ولمَّا رجَع إليها سألهُ رسولُ الله صلى الله عليه وسلم (هل رأيتَ شيئًا؟). قال: لا. قال: (فإنَّك لم تَهدِمْها فارجِعْ إليها فاهْدِمْها). فرجع خالدٌ مُتَغَيِّظًا قد جَرَّدَ سَيفَهُ فخَرجتْ إليه امرأةٌ عُريانةٌ سَوداءُ ناشِرَةُ الرَّأسِ، فجعَل السَّادِنُ يَصيحُ بها، فضربها خالدٌ فجزَلها بِاثْنتَينِ، ثمَّ رجَع إلى رسولِ الله صلى الله عليه وسلم فأخبرَهُ، فقال: (نعم، تلك العُزَّى، وقد أَيِسَتْ أن تُعْبَدَ في بلادِكُم أبدًا).",https://dorar.net/history/event/128
129,سَرِيَّةُ عَمرِو بنِ العاصِ رضِي الله عنه إلى سُواعٍ، صَنَمِ هُذيلٍ .,8,رمضان,630,"بعَث رسولُ الله صلى الله عليه وسلم عَمرَو بنَ العاصِ إلى سُواعٍ لِيَهدِمَهُ، وسُواعٌ صَنَمٌ لقومِ نوحٍ عليه السَّلامُ، ثمَّ صار بعدَ ذلك لقَبيلةِ هُذيلٍ المُضَريَّةِ, وظَلَّ هذا الوَثَنُ مَنصوبًا تَعبُدهُ هُذيلٌ وتُعَظِّمُهُ, حتَّى إنَّهم كانوا يَحُجُّون إليه حتَّى فُتِحَتْ مكَّةُ ودخلَت هُذيلٌ فيمَن دخَل في دينِ الله أفواجًا، وكان مَوضعُه بِرُهاطٍ على قُرابةِ 150 كيلو مترًا شمالَ شرقيِّ مكَّةَ، فلمَّا انتهى إليه عَمرٌو قال له السَّادِنُ: ما تُريدُ؟ قال: أمَرني رسولُ الله صلَّى الله عليه وسلَّم أن أَهدِمَهُ. قال: لا تَقدِرُ على ذلك. قال: لِمَ ؟ قال تُمْنَعُ. قال: حتَّى الآنَ أنت على الباطلِ؟ وَيْحَكَ فهل يَسمعُ أو يُبصِرُ؟ ثم دَنا فكسَرهُ، وأمَر أصحابَهُ فهدموا بيتَ خَزانَتِهِ فلم يَجِدوا فيه شيئًا، ثمَّ قال للسَّادِنِ: كيف رأيتَ؟ قال: أَسلمتُ لله.",https://dorar.net/history/event/129
130,سَرِيَّةُ خالدِ بنِ الوليدِ رضِي الله عنه إلى بني جَذِيمَةَ .,8,شوال,630,"لمَّا رجَع خالدُ بنُ الوليدِ مِن هَدْمِ العُزَّى بعَثهُ رسولُ الله صلى الله عليه وسلم إلى بني جَذيمَةَ داعِيًا إلى الإسلامِ لا مُقاتِلًا, فخرَج في ثلاثمائةٍ وخمسين رجلًا مِنَ المُهاجرين والأنصارِ وبني سُليمٍ، فانتهى إليهم فدَعاهُم إلى الإسلامِ فلم يُحسِنوا أن يَقولوا: أَسلَمْنا، فجعلوا يَقولون: صَبَأْنا، صَبَأْنا. -فحملها خالد على أنها سُخرية بالإسلام لأن قريشًا كانت تقول لمن أسلم صبأ تعييرا له- فجعَل خالدٌ يَقتُلُهم ويَأْسِرُهُم, ودفَع إلى كُلِّ رجلٍ ممَّن كان معه أَسِيرًا، فأمَر يومًا أن يَقتُلَ كُلُّ رجلٍ أَسِيرَهُ, فأبى ابنُ عُمَرَ وأصحابُه حتَّى قَدِموا على النَّبيِّ صلى الله عليه وسلم فذكَروا له، فرفَع صلى الله عليه وسلم يَديهِ وقال: (اللَّهمَّ إنِّي أَبْرَأُ إليك ممَّا صنَع خالدٌ ) مَرَّتين. وكانت بنو سُليمٍ هُم الذين قَتَلوا أَسْراهُم دون المُهاجرين والأنصارِ, وبعَث رسولُ الله صلى الله عليه وسلم علِيًّا, فَوَدَى لهم قَتلاهُم وما ذهَب منهم.",https://dorar.net/history/event/130
131,غزوة الطَّائفِ بعد أن حاصرها المسلمون أربعين ليلة .,8,شوال,630,بعدَ أن تَعقَّبَ المسلمون فُلولَ الهارِبين مِن هَوازِنَ في أَوْطاسٍ ونَخْلةَ، تَوجَّهوا للقَضاءِ على ثَقيفٍ التي فَرَّتْ مِن حُنينٍ وأَوْطاسٍ، وتَحصَّنتْ بحُصونِها المَنيعَةِ في الطَّائفِ، وفي صَحيحِ مُسلمٍ: أنَّ الرَّسولَ صلى الله عليه وسلم ومَن معه مِنَ المسلمين حاصروا المشركين في الطَّائفِ أربعين ليلةً. عن أبي نَجيحٍ السُّلميِّ قال: حاصَرْنا مع نَبيِّ الله صلَّى الله عليه وسلَّم حِصْنَ الطَّائفِ فسمعتُ رسولَ الله صلَّى الله عليه وسلَّم يقولُ: مَن بلَغ بِسَهْمٍ فَلهُ دَرجةٌ في الجنَّةِ. قال: فبلَغتُ يَومئذٍ سِتَّةَ عشرَ سَهْمًا.....). وقد هرَب مِن ذلك الحِصنِ إلى رسولِ الله صلى الله عليه وسلم ثلاثةٌ وعشرون رجلًا، عن عبدِ الله بنِ عُمَرَ، قال: لمَّا حاصَر رسولُ الله صلَّى الله عليه وسلَّم الطَّائفَ، فلم يَنَلْ منهم شيئًا قال: «إنَّا قافِلون إن شاء الله. فثَقُلَ عليهم، وقالوا: نَذهبُ ولا نَفتَحُه. فقال: «اغْدوا على القِتالِ». فغَدَوْا فأَصابَهم جِراحٌ، فقال: «إنَّا قافِلون غَدًا إن شاء الله». فأَعجبَهُم، فضَحِكَ النَّبيُّ صلى الله عليه وسلم.,https://dorar.net/history/event/131
132,غَزوةُ حُنينٍ (هَوازِنَ) .,8,ذي,630,"حُنينُ: وادٍ إلى جَنبِ ذي المَجازِ، قريبٌ مِنَ الطَّائفِ، وبينه وبين مكَّةَ بضعةَ عشرَ مِيلًا مِن جِهَةِ الشرائع والسيل الكبير، وقِيلَ سُمِّيَ بِحُنَيْنٍ؛ نِسبَةً إلى رَجلٍ يُدعَى: حُنينَ بنَ قابِثَةَ بنِ مَهْلائِيلَ. وكان النَّبيُّ صلى الله عليه وسلم قد أقامَ بمكَّةَ 19 يومًا، حتَّى جاءَتْ هَوازِنُ وثَقيفٌ فنزلوا بحُنينٍ يُريدون قِتالَ النَّبيِّ صلى الله عليه وسلم، وكانوا قد جمَعوا قبلَ ذلك حين سَمِعوا بمَخرجِ رسولِ الله صلَّى الله عليه وسلَّم مِنَ المدينةِ، وهُم يَظنُّون أنَّه إنَّما يُريدُهم، فلمَّا أَتاهُم أنَّه قد نزَل مكَّةَ، أخَذوا في الاسْتِعدادِ لِمُواجهَتِه، وقد أَرادوها مَوقِعَةً حاسِمةً، فحَشدوا الأموالَ والنِّساءَ والأَبناءَ حتَّى لا يَفِرَّ أَحدُهم ويَترك أهلَهُ ومالَهُ، وكان يَقودُهم مالكُ بنُ عَوفٍ النَّضْريُّ، واسْتنفَروا معهم غَطَفانَ وغيرَها. فاسْتعَدَّ الرَّسولُ صلى الله عليه وسلم لِمُواجَهتِهم، فاسْتَعارَ مِن يَعْلى بنِ أُميَّةَ ثلاثين بَعيرًا وثلاثين دِرْعًا، واسْتَعارَ مِن صَفوانَ بنِ أُميَّةَ مائةَ دِرْعٍ، واسْتعمَل عَتَّابَ بنَ أَسِيدِ بنِ أبي العاصِ أَميرًا على مكَّةَ، وقد ثبَت في الصَّحيحين أنَّ الطُّلقاءَ قد خرَجوا معه إلى حُنينٍ. واسْتقبَل الرَّسولُ صلى الله عليه وسلم بجَيشِه وادِيَ حُنينٍ في عَمايَةِ الصُّبْحِ، وانْحَدروا فيه، وعند دُخولِهم إلى الوادي حَملوا على هَوازِنَ فانْكشَفوا، فأَكَبَّ المسلمون على ما تَركوهُ مِن غَنائِمَ، وبينما هُم على هذه الحالِ اسْتقبَلَتْهُم هَوازِنُ وأَمطَرتْهُم بِوابِلٍ مِنَ السِّهامِ، ولم يكنْ المسلمون يَتوقَّعون هذا فضاقَتْ عليهم الأَرضُ بما رَحُبَتْ، فوَلَّوْا مُدْبِرين لا يَلْوِي أحدٌ على أحدٍ، وانْحازَ الرَّسولُ صلى الله عليه وسلم ذاتَ اليَمينِ وهو يقولُ: (أين النَّاسُ؟ هَلُمُّوا إليَّ، أنا رسولُ الله، أنا رسولُ الله، أنا محمَّدُ بنُ عبدِ الله). وأمَر الرَّسولُ صلى الله عليه وسلم عَمَّهُ العبَّاسَ -وكان جَهْوَرِيَّ الصَّوتِ- أن يُنادِيَ النَّاسَ بالثَّباتِ، وخَصَّ منهم أصحابَ بَيعةِ الرِّضوانِ، فأَسرَعوا إليه، ثمَّ خَصَّ الأَنصارَ بالنِّداءِ، ثمَّ بني الحارثِ بنِ الخَزرجِ، فطاروا إليه قائِلِين: لَبَّيْكَ، لَبَّيْكَ. ودارت المَعركةُ قَويَّةً ضِدَّ هَوازِنَ، وقال الرَّسولُ صلى الله عليه وسلم عندما رأى المَعركةَ تَشْتَدُّ: (هذا حين حَمِيَ الوَطيسُ). ثمَّ أخَذ حَصَياتٍ -أو تُرابا- فرَمى به وُجوهِ الكُفَّارِ وهو يقولُ: (شاهَتِ الوُجوهُ). فما خلَق الله تعالى منهم إنسانًا إلَّا مَلأَ عَينَيْهِ تُرابًا بتلك القَبضةِ، فوَلَّوْا مُدْبِرين، والرَّسولُ صلى الله عليه وسلم يقولُ: (انْهزَموا ورَبِّ محمَّدٍ)، وفي رِوايةٍ أُخرى: (انْهزَموا ورَبِّ الكَعبةِ, انْهزَموا ورَبِّ الكَعبةِ). وقد رُوِيَ: أنَّ قَتْلى بني مالكٍ مِن ثَقيفٍ لِوَحدِها قد بلَغ 70 قَتيلًا، وقُتِلَ بأَوْطاسٍ مِن بني مالكٍ 300، وقُتِلَ خُلَقٌ كَثيرٌ مِن بني نَصرِ بنِ مُعاوِيَةَ ثمَّ مِن بني رِئابٍ، ورُوِيَ: أنَّ سَبْيَ حُنينٍ قد بلَغ 6000 مِنَ النِّساءِ والأَبناءِ. بينما قُتِلَ مِنَ المسلمين أربعةٌ.",https://dorar.net/history/event/132
133,عُمرَةُ الجِعْرانَةِ .,8,ذي,630,ثبَت أنَّ النَّبيَّ صلى الله عليه وسلم اعْتمَرَ مِنَ الجِعْرانةِ عامَ حُنينٍ، وهذه العُمرَةُ هي الثَّالثةُ بعدَ عُمرَةِ الحُديبيَةِ وعُمرَةِ القَضاءِ. قال ابنُ حَجَرٍ: فإنَّه صلى الله عليه وسلم أَحرَمَ مِنَ الجِعْرانةِ ودخَل مكَّةَ ليلًا فقَضى أمْرَ العُمرَةِ ثمَّ رجَع ليلًا فأَصبحَ بالجِعْرانةِ كَبائِتٍ. قال إبراهيمُ النَّخَعيُّ: كانوا يَستَحِبُّون أن يَدخلوا مكَّةَ نهارًا ويَخرُجوا منها ليلًا. وعن عطاءٍ: إن شِئْتُم فادْخُلوا ليلًا إنَّكم لَستُم كرسولِ الله صلى الله عليه وسلم، إنَّه كان إمامًا فأَحَبَّ أن يَدخُلَها نهارًا لِيَراهُ النَّاسُ. انتهى. وقَضيَّةُ هذا أنَّ مَن كان إمامًا يُقْتَدى به اسْتُحِبَ له أن يَدخُلَها نهارًا.,https://dorar.net/history/event/133
134,وَفاةُ أمِّ كُلثومٍ بنتِ رسولِ الله صلَّى الله عليه وسلَّم .,9,,630,هي أمُّ كُلثومٍ بنتُ رسولِ الله صلى الله عليه وسلم- البَضْعَةُ الرَّابعةُ النَّبَوِيَّةُ، أمُّها خَديجةُ بنتُ خُويلدٍ رضي الله عنها، يُقالُ تَزوَّجها عُتَيْبةُ بنُ أبي لَهبٍ ثمَّ فارَقَها، وأَسلَمتْ وهاجَرتْ بعدَ النَّبيِّ صلى الله عليه وسلم، فلمَّا تُوفِّيتْ أُختُها رُقيَّةُ تزَوَّجَ بها عُثمانُ في رَبيعٍ الأوَّلِ سَنةَ ثلاثٍ فلم تَلِدْ له.,https://dorar.net/history/event/134
135,عامُ الوُفودِ .,9,,630,كان مِن أَبرَزِ نَتائجِ فَتحِ مكَّةَ أن أَخذتْ قَبائلُ العربِ وأَفرادُها يُبادِرون بإسلامِهم؛ لأنَّهم كانوا يَنتظِرون نَتيجةَ الصِّراعِ بين المسلمين وقُريشٍ، فعن عَمرِو بنِ سَلمةَ قال: كُنَّا بماءٍ مَمَرَّ النَّاسِ، وكان يَمُرُّ بِنا الرُّكبانُ فنسألُهم: ما للنَّاسِ، ما للنَّاسِ؟ ما هذا الرَّجلُ؟ فيقولون: يَزعُم أنَّ الله أَرسلَهُ، أَوْحى إليه -أو: أَوْحى الله بكذا- فكنتُ أَحفظُ ذلك الكلامَ، وكأنَّما يُقَرُّ في صدري، وكانتِ العربُ تَلَوَّمُ بإسلامِهم الفَتحَ، فيَقولون: اتْرُكوهُ وقَومَهُ، فإنَّه إن ظهَر عليهم فهو نَبِيٌّ صادِقٌ. فلمَّا كانت وَقعةُ أهلِ الفَتحِ بادَر كُلُّ قومٍ بإسلامِهم، وبَدَرَ أبي قومي بإسلامِهم.,https://dorar.net/history/event/135
