event_id,title,hijri_year,lunar_month,gregorian_year,details,source_url,location_name,geo_coordinates
119,La **sariyya** de Ghalib ibn Abd Allah al-Laythi vers les compagnons de Bashir ibn Sa'd à Fidak.,8,صفر,629,"Le Messager d'Allah, que la paix et les bénédictions soient sur lui, envoya à la rencontre des blessés des compagnons de Bashir ibn Sa'd à Fidak une expédition dirigée par Ghalib ibn Abdillah, composée de deux cents hommes. Ils s'emparèrent de bétail des Banu Murra et tuèrent certains d'entre eux.",https://dorar.net/history/event/119,Fadak,"25.075,39.0583"
120,La expédition de Ka'b ibn 'Umayr al-Ansari vers les Banu Qudha'a.,8,ربيع,629,"Le Messager d'Allah, que la paix et les bénédictions soient sur lui, envoya une expédition à Dhat Atlah sous le commandement de Ka'b ibn 'Umayr al-Ansari avec quinze hommes vers les Banu Qudha'ah. En effet, ceux-ci avaient rassemblé de grandes troupes pour attaquer les Musulmans. Ils rencontrèrent l'ennemi, l'invitèrent à l'Islam, mais ils ne répondirent pas et les criblèrent de flèches jusqu'à ce qu'ils soient tous tués, à l'exception d'un seul homme qui fut retiré parmi les morts.",https://dorar.net/history/event/120,Banu Qudha'a,"28.5,36.5"
121,"La **sariyya** de Shuja' ibn Wahb, que Dieu l'agrée, vers les Banu Hawazin.",8,ربيع,629,"Les Banu Hawazin avaient tendu la main de l'aide aux ennemis des Musulmans à plusieurs reprises. Le Messager d'Allah, que la prière et le salut d'Allah soient sur lui, leur envoya Shuja' ibn Wahb al-Asadi avec vingt-cinq hommes. Ils se trouvaient à al-Siyy, dans la région de Rukbah, au-delà de al-Ma'din, à cinq nuits de Médine. Il lui ordonna de les attaquer. Il marchait la nuit et se cachait le jour, jusqu'à ce qu'il les surprenne au petit matin alors qu'ils étaient insouciants. Il avait donné instruction à ses compagnons de ne pas poursuivre trop loin. Ils prirent un grand nombre de chameaux et de moutons, et ne rencontrèrent aucune résistance. Ils emmenèrent tout cela jusqu'à leur retour à Médine, et partagèrent le butin. Chaque homme reçut une part de quinze chameaux, et ils évaluèrent un chameau à dix moutons. Leur absence dura quinze nuits.",https://dorar.net/history/event/121,Rukba,"24.5036,39.6136"
122,La bataille de Mu'tah.,8,جمادى,629,"Le Messager d'Allah, que la paix et les bénédictions soient sur lui, envoya une expédition composée de trois mille combattants. Le commandement de l'armée fut confié à Zayd ibn Haritha. S'il était blessé, ce serait Ja'far ibn Abi Talib qui prendrait le commandement, et s'il était blessé, ce serait Abd Allah ibn Rawaha. Le Messager d'Allah, que la paix et les bénédictions soient sur lui, les accompagna et leur fit ses adieux, puis il s'en retourna et ils partirent. Lorsqu'ils atteignirent Ma'an, dans le pays de Cham, la nouvelle leur parvint : Héraclius, le roi des Romains, était descendu dans la région de Bani Ma'ab, (la région d'Al-Balqa'), avec cent mille Romains et cent mille autres parmi les chrétiens du Cham. Les musulmans restèrent à Ma'an pendant deux nuits, délibérant sur la rencontre avec leur ennemi qui comptait deux cent mille hommes. Ils dirent : ""Nous écrirons au Messager d'Allah, que la paix et les bénédictions soient sur lui, pour l'informer du nombre de notre ennemi, afin qu'il nous ordonne ce que nous devons faire ou qu'il nous envoie des renforts."" Abd Allah ibn Rawaha dit : ""Ô peuple, ce que vous redoutez est ce que vous êtes sortis chercher (c'est-à-dire le martyre). Nous ne combattons pas les gens par le nombre ou la force, mais nous les combattons par ce par quoi Allah nous a honorés. Marchez donc, car c'est l'une des deux belles choses : soit la victoire, soit le martyre."" L'armée approuva cette opinion et ils partirent. Lorsqu'ils furent aux confins d'Al-Balqa', ils rencontrèrent une partie des troupes d'Héraclius près d'un village appelé Mu'tah. Ils s'affrontèrent, et Zayd ibn Haritha fut tué. Ja'far ibn Abi Talib prit le drapeau, et combattit jusqu'à ce que sa main droite soit coupée. Il prit le drapeau de sa main gauche, qui fut également coupée. Il le serra alors contre lui et fut tué ainsi. Abd Allah ibn Rawaha prit le drapeau, et hésita un peu à descendre, puis il se décida et combattit jusqu'à ce qu'il soit tué. Thabit ibn Aqram prit le drapeau et dit : ""Ô musulmans, mettez-vous d'accord sur l'un des vôtres."" Ils dirent : ""Toi."" Il dit : ""Non."" Les gens se mirent d'accord sur Khalid ibn al-Walid. Lorsqu'il prit le drapeau, il repoussa l'ennemi et les rassembla. Puis il se retira et ils se retirèrent avec lui, jusqu'à ce qu'il s'en aille avec les musulmans qui l'accompagnaient. Khalid ibn al-Walid dit : ""Neuf épées se sont brisées dans mes mains le jour de Mu'tah, et il ne me restait plus qu'une lame yéménite."" Ceci implique qu'ils leur ont infligé de lourdes pertes, car sans cela, ils n'auraient pas pu s'échapper. Pour cette raison et d'autres, certains chercheurs estiment que les musulmans ont remporté la victoire dans cette bataille et n'ont pas été vaincus. D'après Anas, que Allah soit satisfait de lui : le Prophète, que la paix et les bénédictions soient sur lui, annonça la mort de Zayd, Ja'far et Ibn Rawaha aux gens avant que la nouvelle ne leur parvienne, disant : ""Zayd prit le drapeau et fut blessé, puis Ja'far le prit et fut blessé, puis Ibn Rawaha le prit et fut blessé, et ses yeux coulaient, jusqu'à ce qu'une des épées d'Allah prenne le drapeau, jusqu'à ce qu'Allah leur accorde la victoire.""",https://dorar.net/history/event/122,Mou'tah,"31.05,35.7"
123,La bataille de Dhat al-Salasil.,8,جمادى,629,"Elle eut lieu après la bataille de Mu'tah, et fut nommée Dhat al-Salasil (Celle des chaînes) parce qu'elle se déroula près d'un point d'eau appelé al-Salasal. Le Prophète, que la paix et les bénédictions soient sur lui, apprit qu'un groupe de Judham s'était rassemblé et voulait s'approcher des abords de Médine. Le Prophète, que la paix et les bénédictions soient sur lui, convoqua Amr ibn al-'As, lui remit un étendard blanc et l'envoya avec trois cents hommes parmi les nobles émigrés et les Ansars. Amr ibn al-'As, que Dieu l'agrée, fut leur émir. Amr dit : Le Messager de Dieu, que la paix et les bénédictions soient sur lui, m'envoya un message disant : « Prends tes vêtements et ton arme, puis viens à moi. » Je vins à lui alors qu'il faisait ses ablutions. Il leva les yeux vers moi, puis baissa la tête, et dit : « Je veux t'envoyer à la tête d'une armée, et Dieu te donnera la victoire et le butin, et je désire pour toi une bonne part de richesse. » Je dis : « Ô Messager de Dieu, je ne me suis pas converti pour l'argent, mais je me suis converti par désir de l'Islam et pour être avec le Messager de Dieu, que la paix et les bénédictions soient sur lui. » Il dit : « Ô Amr, quelle bonne richesse que celle d'un homme pieux ! »

Lors de cette expédition, ses compagnons lui demandèrent d'allumer un feu, mais il les en empêcha. Ils s'adressèrent à Abu Bakr, qui lui parla à ce sujet. Il dit : « Personne d'entre eux n'allumera de feu sans que je ne le jette dedans. » Il dit : Ils rencontrèrent l'ennemi et les mirent en déroute. Ils voulurent les poursuivre, mais il les en empêcha. Lorsque cette armée revint, ils mentionnèrent cela au Prophète, que la paix et les bénédictions soient sur lui, et se plaignirent de lui. Ils dirent : « Ô Messager de Dieu, je n'ai pas voulu leur permettre d'allumer un feu de peur que leur ennemi ne voie leur petit nombre, et je n'ai pas voulu qu'ils les poursuivent de peur qu'ils n'aient des renforts et qu'ils ne se retournent contre eux. » Le Messager de Dieu, que la paix et les bénédictions soient sur lui, loua sa décision...

Et lors de cette expédition, Amr pria les gens alors qu'il était en état d'impureté rituelle majeure et qu'il avait de l'eau. Il ne fit que se laver ses parties intimes et fit le tayammum (ablution sèche). Lorsqu'Amr revint auprès du Messager de Dieu, que la paix et les bénédictions soient sur lui, celui-ci l'interrogea sur sa prière. Il lui raconta ce qui s'était passé, et il dit : « Par Celui qui t'a envoyé avec la vérité, si je m'étais baigné, je serais mort, je n'aurais jamais ressenti un froid pareil. Et Dieu, le Très-Haut, a dit : « Et ne vous tuez pas vous-mêmes. Allah est, en vérité, Miséricordieux envers vous. » [An-Nisa, 29]. Le Messager de Dieu, que la paix et les bénédictions soient sur lui, rit et ne lui dit rien.",https://dorar.net/history/event/123,La chaîne,"23.8333,38.75"
124,"La expédition d'Abû 'Ubayda ibn al-Jarrâh, que Dieu l'agrée, vers Sayf al-Bahr.",8,رجب,629,"Le Messager d'Allah, que la prière et la paix d'Allah soient sur lui, envoya Abou Oubayda ibn al-Jarrah à la tête de trois cents hommes vers la côte maritime. Le but de cette expédition était de surveiller une caravane de Quraysh et de combattre une tribu de Juhaynah. Il les approvisionna d'une outre de dattes. Abou Oubayda commença à les rationner, au point de devoir compter les dattes pour chacun d'eux, donnant une datte par jour à chaque homme. Un jour, il en distribua et il en manqua une pour un homme, et il constata sa disparition ce jour-là. Lorsque leurs provisions furent épuisées, ils mangèrent du khabat, qui est la feuille de l'arbre salim. C'est pourquoi cette armée fut nommée ""l'armée du khabat"". Ils furent frappés par une faim intense. Qays ibn Sa'd ibn Oubada, qui faisait partie des soldats de cette expédition, abattit trois jeunes chameaux, puis trois autres, puis trois autres. Ensuite, Abou Oubayda l'en empêcha. La mer leur jeta alors une créature marine appelée ""al-'anbar"". Ils en mangèrent pendant vingt nuits et s'en oignirent, jusqu'à ce que leurs corps se rétablissent et se raffermissent. Abou Oubayda prit une de ses côtes, la compara à la taille du plus grand homme de l'armée et du plus grand chameau, et le chameau passa dessous. Ils se ravitaillèrent en viande séchée. Lorsqu'ils revinrent à Médine, ils allèrent voir le Messager d'Allah, que la prière et la paix d'Allah soient sur lui, et lui racontèrent cela. Il dit : ""C'est une subsistance qu'Allah vous a fournie. Avez-vous encore de sa viande pour nous nourrir ?"" Ils envoyèrent donc au Messager d'Allah, que la prière et la paix d'Allah soient sur lui, de cette viande, et il en mangea.",https://dorar.net/history/event/124,Épée de la mer,"30.0444,31.2357"
125,La expédition d'Abou Qatada Al-Ansari à Khadra.,8,شعبان,629,"Le Messager d'Allah, que la paix et les bénédictions soient sur lui, envoya Abu Qatada ibn Rib'i, que Dieu soit satisfait de lui, dans une expédition vers Khadira. Cela était dû au fait que les Banu Ghatafan s'assemblaient à Khadira, qui est une terre de Muharib dans le Najd. Il l'envoya donc, que la paix et les bénédictions soient sur lui, avec quinze hommes. Ils tuèrent parmi eux, firent des prisonniers et prirent du butin. Son absence dura quinze nuits.",https://dorar.net/history/event/125,Verdure,"24.7667,38.7917"
126,La expédition d'Abou Qatada (que Dieu soit satisfait de lui) à Batn Idham.,8,رمضان,630,"Lorsque Quraysh et ceux qui étaient avec eux rompirent le pacte qui les liait aux Musulmans à Al-Hudaybiyyah, le Messager d'Allah, que la paix et les bénédictions soient sur lui, décida de marcher contre eux. Il ordonna aux gens de se préparer et leur annonça qu'il se dirigeait vers La Mecque, disant : « Ô Allah, prive Quraysh de leurs éclaireurs et de leurs nouvelles, afin que nous les prenions par surprise dans leur pays. » Et pour accroître la discrétion et la dissimulation, le Messager d'Allah, que la paix et les bénédictions soient sur lui, envoya une expédition de huit hommes, sous le commandement d'Abu Qatadah ibn Rabi'i, vers Batn Idham, entre Dhi Khashab et Dhi al-Marwah, à trois jours de marche de Médine, au début de ce mois sacré. Ainsi, celui qui voudrait supposerait que le Prophète, que la paix et les bénédictions soient sur lui, se dirigeait vers cette direction, et les nouvelles se répandraient ainsi. Cette expédition continua sa marche jusqu'à ce que, lorsqu'elle arriva là où elle avait été ordonnée, elle apprit que le Messager d'Allah, que la paix et les bénédictions soient sur lui, était sorti vers La Mecque. Elle se mit alors en marche vers lui jusqu'à ce qu'elle le rejoigne.",https://dorar.net/history/event/126,Batin Idm,"23.9,38.8"
127,La bataille de la conquête de La Mecque.,8,رمضان,630,"La raison en était que les polythéistes avaient rompu le pacte qui les liait au Messager d'Allah, que la paix et les bénédictions soient sur lui. Ils avaient attaqué l'une des tribus alliées du Messager, que la paix et les bénédictions soient sur lui, qui était la tribu de Khuzā'a. Lorsque le Prophète, que la paix et les bénédictions soient sur lui, fut informé de l'affaire, il ordonna aux gens de se préparer sans leur révéler leur destination. Puis il partit jusqu'à ce qu'il descende à Marr al-Ẓahrān, une vallée proche de La Mecque. D'après Ibn Abbās, que Dieu soit satisfait d'eux deux : le Prophète, que la paix et les bénédictions soient sur lui, sortit de Médine au mois de Ramadan avec dix mille hommes, huit ans et demi après son arrivée à Médine. Il se mit en marche avec ceux qui l'accompagnaient parmi les Musulmans vers La Mecque, jeûnant et ils jeûnaient, jusqu'à ce qu'ils atteignent al-Kadīd, qui est un point d'eau entre 'Uṣfān et Qudayd, où il rompit son jeûne et ils rompirent le leur. Abū Sufyān avait vu l'armée du Prophète, que la paix et les bénédictions soient sur lui, avant son entrée à La Mecque, et fut effrayé par ce qu'il vit. Puis il se convertit à l'Islam pendant ce temps, puis il vint vers son peuple et leur cria, les avertissant qu'ils n'avaient aucune force face à l'armée de Muhammad, que la paix et les bénédictions soient sur lui. Il leur dit ce que le Prophète, que la paix et les bénédictions soient sur lui, avait dit : ""Quiconque entre dans la maison d'Abū Sufyān est en sécurité, quiconque ferme sa porte est en sécurité, et quiconque entre dans la mosquée est en sécurité."" Les gens se dispersèrent alors vers leurs maisons et vers la mosquée. D'après Aïcha, que Dieu soit satisfait d'elle : le Prophète, que la paix et les bénédictions soient sur lui, entra l'année de la Conquête par Ka'dā', qui est en haut de La Mecque. Le Prophète, que la paix et les bénédictions soient sur lui, déclara le sang de certains polythéistes comme licite le jour de la Conquête. Il trouva, que la paix et les bénédictions soient sur lui, autour de la Kaaba trois cent soixante idoles, et il se mit à les frapper avec un bâton qu'il tenait dans sa main en disant : ""La vérité est venue et le faux a disparu. La vérité est venue, et le faux ne peut ni commencer ni revenir."" Les récits divergent quant à la durée de son séjour, que la paix et les bénédictions soient sur lui, l'année de la Conquête, et le plus probable - et Dieu sait le mieux - est qu'elle fut de dix-neuf jours.",https://dorar.net/history/event/127,La Mecque honorée,"21.4225,39.8262"
128,La expédition de Khâlid ibn al-Walîd (que Dieu soit satisfait de lui) vers Al-'Uzzâ à Nakhla.,8,رمضان,630,"Lorsque le Messager d'Allah, que la paix et les bénédictions soient sur lui, fut rassuré après la Conquête, il envoya Khalid ibn al-Walid à Al-Uzza, cinq nuits avant la fin de ce mois sacré, pour la détruire. Elle se trouvait à Nakhla et était adorée par Quraysh et tous les fils de Kinana. C'était le plus grand de leurs idoles. Ses gardiens étaient les fils de Shayban. Khalid s'y rendit avec trente cavaliers jusqu'à ce qu'il l'atteigne et la détruisit. Lorsqu'il revint, le Messager d'Allah, que la paix et les bénédictions soient sur lui, lui demanda : ""As-tu vu quelque chose ?"" Il répondit : ""Non."" Il dit : ""Tu ne l'as donc pas détruite. Retourne-y et détruis-la."" Khalid retourna, furieux, son épée dégainée. Une femme noire, dénudée, les cheveux épars, sortit à sa rencontre. Le gardien se mit à crier contre elle. Khalid la frappa et la coupa en deux. Puis il retourna auprès du Messager d'Allah, que la paix et les bénédictions soient sur lui, et l'informa. Il dit : ""Oui, c'est Al-Uzza. Elle a désespéré d'être adorée dans vos pays à jamais.""",https://dorar.net/history/event/128,Palmier,"21.55,40.1"
129,"La série d'Amr ibn al-'As (que Dieu soit satisfait de lui) vers Suwa', l'idole de Hudhayl.",8,رمضان,630,"Le Messager d'Allah, que la paix et les bénédictions soient sur lui, envoya Amr ibn al-As à Suwa' pour le détruire. Suwa' était une idole du peuple de Noé, que la paix soit sur lui, puis elle devint plus tard la propriété de la tribu de Hudhayl, une branche de Mudhar. Cette idole resta dressée, adorée et vénérée par Hudhayl, à tel point qu'ils faisaient un pèlerinage vers elle, jusqu'à la conquête de La Mecque, lorsque Hudhayl entra en masse dans la religion d'Allah. Son emplacement était à Ruhat, à environ 150 kilomètres au nord-est de La Mecque. Lorsqu'Amr y arriva, le gardien lui dit : ""Que veux-tu ?"" Il répondit : ""Le Messager d'Allah, que la paix et les bénédictions soient sur lui, m'a ordonné de le détruire."" Il dit : ""Tu n'en es pas capable."" Il demanda : ""Pourquoi ?"" Il répondit : ""Tu seras empêché."" Il dit : ""Es-tu encore dans l'erreur jusqu'à présent ? Malheur à toi ! Entend-il ou voit-il ?"" Puis il s'approcha et la brisa. Il ordonna à ses compagnons de détruire la maison de son trésor, mais ils n'y trouvèrent rien. Ensuite, il dit au gardien : ""Comment as-tu vu ?"" Il répondit : ""Je me suis soumis à Allah.""",https://dorar.net/history/event/129,Ruhât,"21.5,40.0"
130,La expédition de Khalid ibn al-Walid (que Dieu soit satisfait de lui) vers les Banu Judhaymah.,8,شوال,630,"Lorsque Khâlid ibn al-Walîd revint de la destruction d'Al-'Uzzâ, le Messager d'Allah, que la paix et les bénédictions soient sur lui, l'envoya auprès des Banû Jadhîmah, pour les appeler à l'Islam et non pour les combattre. Il sortit avec trois cent cinquante hommes parmi les Muhâjirûn, les Ansâr et les Banû Sulaym. Il arriva auprès d'eux et les appela à l'Islam, mais ils ne surent pas dire : ""Nous sommes musulmans"", ils se mirent à dire : ""Nous avons abjuré, nous avons abjuré"". Khâlid interpréta cela comme une moquerie de l'Islam, car Quraysh disait de celui qui se convertissait : ""Il a abjuré"", pour le tourner en dérision. Alors Khâlid se mit à les tuer et à les capturer, et il confia un captif à chaque homme qui était avec lui. Un jour, il ordonna à chaque homme de tuer son captif. Ibn 'Umar et ses compagnons refusèrent jusqu'à ce qu'ils arrivent auprès du Prophète, que la paix et les bénédictions soient sur lui, et qu'ils lui rapportent l'affaire. Alors le Prophète, que la paix et les bénédictions soient sur lui, leva ses mains et dit : ""Ô Allah, je me désavoue auprès de Toi de ce que Khâlid a fait"", deux fois. Ce furent les Banû Sulaym qui tuèrent leurs captifs, à l'exception des Muhâjirûn et des Ansâr. Le Messager d'Allah, que la paix et les bénédictions soient sur lui, envoya 'Alî, qui paya le prix du sang pour leurs morts et ce qui leur avait été pris.",https://dorar.net/history/event/130,Banu Judhayma,"24.7136,39.6136"
131,"La bataille de Taïf, après que les musulmans l'eurent assiégée pendant quarante nuits.",8,شوال,630,"Après que les Musulmans eurent poursuivi les restes des fuyards de Hawazin à Autas et à Nakhla, ils se dirigèrent pour anéantir Thaqif qui avait fui Hunayn et Autas, et s'était retranchée dans ses forteresses imprenables à Taïf. Dans le Sahih Muslim, il est rapporté que le Messager d'Allah, que la paix et les bénédictions d'Allah soient sur lui, et les Musulmans qui l'accompagnaient, assiégèrent les polythéistes à Taïf pendant quarante nuits. D'après Abu Najih As-Sulami, il a dit : ""Nous avons assiégé la forteresse de Taïf avec le Prophète d'Allah, que la paix et les bénédictions d'Allah soient sur lui, et j'ai entendu le Messager d'Allah, que la paix et les bénédictions d'Allah soient sur lui, dire : 'Celui qui atteint [la cible] avec une flèche, aura un degré au Paradis.' Il a dit : 'Ce jour-là, j'ai atteint seize flèches...'"". Et vingt-trois hommes s'enfuirent de cette forteresse vers le Messager d'Allah, que la paix et les bénédictions d'Allah soient sur lui. D'après Abdullah ibn Umar, il a dit : ""Lorsque le Messager d'Allah, que la paix et les bénédictions d'Allah soient sur lui, assiégea Taïf, et qu'il n'obtint rien d'eux, il dit : 'Nous allons repartir, si Allah le veut.' Cela les pesa, et ils dirent : 'Allons-nous repartir sans l'avoir conquise ?' Alors il dit : 'Allez au combat demain.' Ils allèrent au combat et furent blessés. Il dit alors : 'Nous allons repartir demain, si Allah le veut.' Cela leur plut, et le Prophète, que la paix et les bénédictions d'Allah soient sur lui, sourit.",https://dorar.net/history/event/131,Taïf,"21.2703,40.4158"
132,La bataille de Hunayn (Hawazin).,8,ذي,630,"Hounayn : Un vallon situé à côté de Dhi al-Majaz, proche de Taïf. Il se trouve à une quinzaine de milles de La Mecque, du côté des Charaï et du Siel al-Kabir. On dit qu'il fut nommé Hounayn en référence à un homme nommé Hounayn ibn Qabitha ibn Mahlaïl. Le Prophète, que la paix et les bénédictions d'Allah soient sur lui, était resté 19 jours à La Mecque lorsque les Hawazin et les Thaqif vinrent s'installer à Hounayn dans l'intention de combattre le Prophète, que la paix et les bénédictions d'Allah soient sur lui. Ils s'étaient déjà rassemblés auparavant, ayant entendu parler du départ du Messager d'Allah, que la paix et les bénédictions d'Allah soient sur lui, de Médine, pensant qu'il ne visait qu'eux. Lorsqu'ils apprirent qu'il était descendu à La Mecque, ils commencèrent à se préparer à l'affronter, voulant une bataille décisive. Ils rassemblèrent donc leurs biens, leurs femmes et leurs enfants, afin que nul ne puisse fuir et abandonner sa famille et ses biens. Leur chef était Malik ibn 'Awf al-Nadhri, et ils avaient mobilisé avec eux les Ghatafan et d'autres. Le Messager, que la paix et les bénédictions d'Allah soient sur lui, se prépara à les affronter. Il emprunta à Ya'la ibn Umayya trente chameaux et trente cuirasses, et à Safwan ibn Umayya cent cuirasses. Il nomma 'Attab ibn Usayd ibn Abi al-'As émir de La Mecque. Il est établi dans les deux Sahih que les ""libérés"" (al-tulaqa') sortirent avec lui à Hounayn. Le Messager, que la paix et les bénédictions d'Allah soient sur lui, rencontra avec son armée le vallon de Hounayn à l'aube. Ils descendirent dedans, et à leur entrée dans le vallon, ils attaquèrent les Hawazin qui furent mis en déroute. Les musulmans se jetèrent alors sur les butins qu'ils avaient laissés. Pendant qu'ils étaient dans cet état, les Hawazin les surprirent et les criblèrent de flèches. Les musulmans ne s'attendaient pas à cela, et la terre leur parut étroite malgré son étendue. Ils prirent la fuite, chacun ne se souciant pas de l'autre. Le Messager, que la paix et les bénédictions d'Allah soient sur lui, se retira sur sa droite en disant : ""Où sont les gens ? Venez à moi ! Je suis le Messager d'Allah ! Je suis le Messager d'Allah ! Je suis Muhammad ibn Abd Allah."" Le Messager, que la paix et les bénédictions d'Allah soient sur lui, ordonna à son oncle Al-Abbas, qui avait une voix puissante, d'appeler les gens à tenir bon, en particulier ceux qui avaient prêté allégeance sous l'arbre (Bay'at al-Ridwan). Ils accoururent vers lui, puis il appela spécifiquement les Ansars, puis les Banu al-Harith ibn al-Khazraj, qui accoururent en disant : ""Nous voici, nous voici !"" La bataille fit rage contre les Hawazin. Le Messager, que la paix et les bénédictions d'Allah soient sur lui, dit en voyant la bataille s'intensifier : ""C'est maintenant que le fourneau chauffe."" Puis il prit quelques cailloux (ou de la terre) et les lança sur les visages des mécréants en disant : ""Que vos visages soient défigurés !"" Nul homme parmi eux, qu'Allah le Très-Haut a créé, ne fut épargné, car cette poignée remplit leurs yeux de terre. Ils prirent donc la fuite, et le Messager, que la paix et les bénédictions d'Allah soient sur lui, dit : ""Ils ont été vaincus, par le Seigneur de Muhammad !"" Dans une autre narration : ""Ils ont été vaincus, par le Seigneur de la Kaaba ! Ils ont été vaincus, par le Seigneur de la Kaaba !"" Il a été rapporté que les morts des Banu Malik des Thaqif à eux seuls s'élevèrent à 70. À Awstas, des Banu Malik, 300 furent tués, et un grand nombre des Banu Nasr ibn Mu'awiya, puis des Banu Ri'ab, furent tués. Il a été rapporté que les captifs de Hounayn s'élevèrent à 6000, femmes et enfants compris. Pendant ce temps, quatre musulmans furent tués.",https://dorar.net/history/event/132,Nostalgie,"21.45,40.05"
133,La Omra de Ji'rana.,8,ذي,630,"Il est établi que le Prophète, que la paix et les bénédictions d'Allah soient sur lui, a accompli une Omra depuis Al-Ji'rana l'année de Hunayn. Cette Omra est la troisième après l'Omra d'Al-Hudaybiyyah et l'Omra du ""rattrapage"" (Qada'). Ibn Hajar a dit : Le Prophète, que la paix et les bénédictions d'Allah soient sur lui, s'est mis en état d'Ihrâm depuis Al-Ji'rana et est entré à La Mecque de nuit, a accompli les rites de la Omra, puis est retourné de nuit pour se retrouver à Al-Ji'rana le lendemain matin, y ayant passé la nuit. Ibrahim Al-Nakha'i a dit : Ils aimaient entrer à La Mecque de jour et en sortir de nuit. Et d'après 'Ata': Si vous voulez, entrez de nuit. Vous n'êtes pas comme le Messager d'Allah, que la paix et les bénédictions d'Allah soient sur lui. Il était un guide, et il a aimé y entrer de jour pour que les gens le voient. Fin. La conclusion de ceci est que celui qui est un guide suivi, il lui est recommandé d'y entrer de jour.",https://dorar.net/history/event/133,Al-Ju'ranah,"21.5,40.0"
134,"Décès d'Umm Kulthum, fille du Messager d'Allah, que la prière et le salut d'Allah soient sur lui.",9,,630,"Elle est Umm Kulthum, fille du Messager d'Allah, que la paix et les bénédictions soient sur lui, la quatrième fille prophétique. Sa mère est Khadija bint Khuwaylid, qu'Allah soit satisfait d'elle. Il est dit qu'elle fut mariée à Utaybah ibn Abi Lahab, puis qu'il la quitta. Elle embrassa l'Islam et émigra après le Prophète, que la paix et les bénédictions soient sur lui. Lorsque sa sœur Ruqayyah mourut, Uthman l'épousa au premier Rabi' de la troisième année, mais elle ne lui donna pas d'enfant.",https://dorar.net/history/event/134,Médine,"24.4686,39.6142"
135,L'année des délégations.,9,,630,"Parmi les résultats les plus importants de la conquête de La Mecque, les tribus arabes et leurs membres commencèrent à embrasser l'islam ; car ils attendaient le résultat du conflit entre les Musulmans et Quraysh. D'après Amr ibn Salamah, il a dit : Nous étions près d'un point d'eau où passaient les gens, et les caravanes nous croisaient. Nous leur demandions : Qu'en est-il des gens ? Qu'en est-il des gens ? Qui est cet homme ? Ils répondaient : Il prétend que Dieu l'a envoyé, qu'Il lui a révélé – ou : Dieu a révélé telle chose. Et je retenais ces paroles, comme si elles s'imprimaient dans ma poitrine. Les Arabes retardaient leur islamisation en attendant la conquête, disant : Laissez-le et son peuple. S'il triomphe d'eux, alors il est un prophète véridique. Lorsque eut lieu l'événement de la conquête, chaque peuple se hâta d'embrasser l'islam, et mon père se hâta d'amener mon peuple à l'islam.",https://dorar.net/history/event/135,La Mecque honorable,"21.4225,39.8262"
136,La descente de l'obligation du Hajj.,9,,630,"Le pèlerinage était connu avant la Mission. Abraham avait appelé les gens au pèlerinage, et Moïse ainsi que d'autres prophètes avaient accompli le pèlerinage. Le pèlerinage est resté connu, mais les polythéistes y ont apporté des altérations. Le premier à avoir altéré fut Amr ibn Luhayy. Ensuite, Allah le Très-Haut a rendu le pèlerinage obligatoire pour les Musulmans, pour ceux qui en ont la capacité : {Et il appartient aux gens observer le pèlerinage à la Maison, pour celui qui en a la voie} [Al-Imran : 97]. Le Messager, que la paix et les bénédictions d'Allah soient sur lui, a expliqué ses rites en détail lors du Pèlerinage d'Adieu, en l'an 10 de l'Hégire. Il y a eu divergence quant à l'année où le pèlerinage a été rendu obligatoire. Il a été dit : il a été rendu obligatoire en l'an six. Il a été dit : en l'an sept. Il a été dit : en l'an huit. Et d'autres opinions ont été émises.",https://dorar.net/history/event/136,La Mecque honorable,"21.4225,39.8262"
137,"Décès d'An-Najashi, le souverain d'Abyssinie, que Dieu soit satisfait de lui.",9,رجب,630,"Il s'agit d'Aṣḥamah ibn Abjar, roi d'Abyssinie. An-Najashi est un titre qui lui et aux rois d'Abyssinie. Le sens de ""Aṣḥamah"" est ""don"", et on dit aussi ""don de Dieu"", et on dit ""don"". Il a pris le pouvoir après la mort de son oncle. Après des années de son règne et la diffusion de sa justice, il s'est converti à l'Islam à l'époque du Prophète, que la paix et les bénédictions soient sur lui. Il a bien traité les Musulmans qui ont émigré dans son pays. Le Messager d'Allah, que la paix et les bénédictions soient sur lui, a dit à ses Compagnons à propos d'An-Najashi : ""Si vous alliez au pays d'Abyssinie, sachez qu'il y a un roi chez qui personne n'est lésé. C'est une terre de vérité, jusqu'à ce qu'Allah vous accorde une issue."" Lorsqu'il mourut, le Prophète, que la paix et les bénédictions soient sur lui, pria sur lui à Médine la prière des absents. D'après Abu Hurayrah, que Dieu soit satisfait de lui : Le Messager d'Allah, que la paix et les bénédictions soient sur lui, annonça la mort d'An-Najashi, le compagnon d'Abyssinie, le jour même de sa mort, et dit : ""Demandez pardon pour votre frère."" D'après Jabir, que Dieu soit satisfait de lui : Le Prophète, que la paix et les bénédictions soient sur lui, dit lorsque An-Najashi mourut : ""Aujourd'hui est mort un homme vertueux. Levez-vous donc et priez sur votre frère Aṣḥamah.""",https://dorar.net/history/event/137,L'Abyssinie,"9.0,38.75"
